color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Rand
1,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6,0.9641551906
1,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,0.5633158765
1,5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4,0.4109402802
1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,0.4076958566
1,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,0.8864467542
1,5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5,0.6407745639
0,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,0.2461477548
1,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7,0.3457160618
1,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,0.3594381933
1,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,0.5398502853
1,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,0.6597870409
1,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,0.158966996
1,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7,0.1614647107
1,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,0.4643482144
1,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5,0.0465077215
1,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,0.0112454335
1,6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4,0.3621273788
1,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,0.3669969316
1,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7,0.7886147865
1,6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6,0.3056506694
1,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,0.4017923533
0,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,0.3102087199
0,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5,0.7845997564
1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7,0.3526763169
0,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,0.1319899398
1,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,4,0.1270364318
1,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,0.8901651164
1,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,0.1420218563
1,6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,6,0.2352403405
1,9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4,0.3073513622
1,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,0.519777287
0,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,0.9645431512
0,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,0.4726615283
1,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,0.2634287628
0,8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5,0.8167479734
0,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,0.3589378125
1,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,0.7376775332
1,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,0.5056678683
1,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,0.3569874591
1,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,0.7906303108
0,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,0.9809466028
1,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6,0.332117629
1,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,0.4192132549
1,5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,0.5819858222
1,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,0.1895701829
1,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,0.0023702728
1,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,0.1040387754
0,5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6,0.0429367302
0,9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,0.0426738241
1,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6,0.1715062493
1,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,0.6741295513
1,7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,0.5442714519
1,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,0.1048639831
1,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,0.406318916
1,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,0.6170431781
1,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5,0.1701400813
0,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,0.2110291619
0,6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6,0.2311923855
1,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,0.3595283972
0,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,0.0926128207
0,8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5,0.9283297248
1,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,0.7249623577
1,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,0.2570838509
1,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5,0.9173112675
0,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,0.9701511073
1,6.4,0.13,0.47,1.6,0.092,40,158,0.9928,3.21,0.36,9.8,6,0.3143962256
1,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7,0.7304889816
1,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,0.530180088
1,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,0.8942068892
1,6.9,0.19,0.28,5,0.058,14,146,0.9952,3.29,0.36,9.1,6,0.4247734428
1,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,0.3852374461
0,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,0.3179854881
1,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,0.0088760138
1,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,0.6935269567
1,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5,0.3588633616
1,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,0.5612620285
1,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,0.2365921014
0,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,0.0852489339
1,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,0.3010085367
0,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,0.8416012933
1,7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6,0.1247808298
1,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6,0.8596510128
1,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,7,0.0723708093
1,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7,0.0365074298
0,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7,0.0778359827
0,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,0.2254200864
0,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,0.2380388535
1,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,0.4281597449
1,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,0.8440890752
1,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,0.4188095694
1,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5,0.8114270018
1,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6,0.3915719916
1,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,0.4478781349
0,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,0.1861133098
1,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5,0.8880642862
1,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,0.6271081881
1,5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,0.7661399804
0,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5,0.6870498583
1,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,0.6095036543
1,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,0.4579537238
1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,0.6439501839
1,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5,0.491854266
1,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,7,0.6848725693
1,5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7,0.661269069
1,7.9,0.28,0.32,3.6,0.038,9,76,0.992,3.05,0.31,11.7,4,0.2439057468
1,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,0.5600750633
1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7,0.2041029627
0,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,0.6248815418
1,5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7,5,0.1047595867
1,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,0.1651367731
1,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,0.6175927632
1,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,0.976823153
0,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,0.3495574105
1,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,0.4406733767
1,7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,3,0.6932374078
1,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,0.7190289698
0,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,0.2464176221
1,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6,0.9887752356
1,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,0.4225962488
1,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,0.9979350267
1,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,0.602173449
1,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,5,0.2498016756
0,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,0.9232149962
1,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,0.8447492192
0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,0.3434847132
0,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,0.6890252098
1,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,0.8277806214
0,13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,0.2647695753
0,9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,0.5916681702
1,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6,0.1686851822
1,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,0.1968003553
1,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,4,0.1295060064
1,6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,5,0.8688138439
1,7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6,0.1856518586
1,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,0.8899710318
1,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6,0.7751630582
0,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6,0.3731641921
0,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,0.8784906759
1,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,0.1156400442
1,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,5,0.7044524099
1,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5,0.0639480234
1,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8,0.9799018435
1,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,0.7512822472
0,9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,0.6759212017
1,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7,0.3558641772
0,10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,0.879524071
1,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5,0.3565330436
1,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6,0.984819381
0,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,0.8174901453
1,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,0.9871848398
1,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6,0.0046331505
1,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,7,0.0629827294
0,7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6,0.4318721031
1,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6,0.1337600343
0,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,0.2305864582
1,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,0.3888555667
1,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6,0.5789622911
1,6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,0.0023340913
1,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,0.6812297597
1,7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,4,0.6885664109
1,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,0.4619344617
1,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7,0.4818372093
1,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,0.2549537148
0,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,0.4841900957
1,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,5,0.4062561889
1,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,0.4181202492
1,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,5,0.4117858144
0,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,0.7429997327
0,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,0.1487520908
1,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,0.383921758
1,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6,0.2707529112
1,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,0.9490987915
0,12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,0.7117867544
1,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7,0.3825616336
1,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,6,0.0634221851
1,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,0.4969603771
1,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,0.9667134767
1,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,5,0.4644805447
0,8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,0.3170886168
1,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,0.2383773439
0,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,0.0705263095
1,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6,0.6920278543
1,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8,0.8290331785
1,7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,0.1299934962
0,9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,0.5869800122
0,7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,0.3284402911
0,10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,0.8285935211
1,6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6,0.0706619653
1,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5,0.3278944127
1,7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6,0.2984071397
0,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,0.2912114391
0,10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5,0.7665065655
1,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5,0.9385076105
0,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5,0.0648312671
0,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6,0.7483553018
1,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,0.4535464959
1,6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,0.4238395586
1,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5,0.652852441
1,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6,0.3786361739
0,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5,0.774940579
1,10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,4,0.9105369819
1,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,0.6945712049
1,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,0.1455119513
1,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,0.4171316042
1,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8,0.0839961022
1,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,0.4801115601
1,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5,0.2525688095
1,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6,0.4166955801
0,12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,0.5851546081
0,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,0.2142764018
1,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,0.6044696346
1,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7,0.8113655495
1,8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6,0.320313097
0,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,0.8244450581
1,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,0.2676661238
0,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,0.5995581243
1,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,0.0001916508
1,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7,0.688371531
1,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6,0.3728563436
0,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6,0.8558235383
1,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,0.0688443135
1,8.1,0.4,0.32,7.9,0.031,23,118,0.99176,3.05,0.46,13.3,7,0.888153506
0,7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,0.9929014901
1,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4,0.5192704941
1,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,0.978455507
1,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,0.999883333
1,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,0.9328321326
1,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5,0.4320432823
1,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,0.0157987485
1,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,0.7249676962
1,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6,0.4613237276
1,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5,0.4008256902
1,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7,0.0682737257
1,14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,0.0127228119
1,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,0.681390214
0,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,0.1745565394
1,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6,0.442084244
1,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,0.2813305354
1,8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5,0.9713706407
1,6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5,6,0.7164438919
0,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,0.0625887383
0,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,0.4111744345
0,8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,0.163411265
1,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6,0.6092756281
1,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,0.9257602002
0,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,0.9725537249
1,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,0.9801973468
1,7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7,0.3549957168
0,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5,0.9482236926
1,6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6,0.7785281986
0,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,0.5254270546
1,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,0.0058935075
1,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,0.5380219189
1,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,0.4103012504
0,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,0.9340470617
1,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,0.6026586494
0,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,0.6687315684
0,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,0.132371587
1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,0.063408433
1,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,0.6673086414
1,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,0.9973617368
0,7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,0.7741240589
1,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,0.6834198099
0,8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,0.7807563292
0,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,0.2606641431
0,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,0.1159448039
1,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5,0.3124247496
1,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,0.6599592192
1,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,0.387673483
1,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5,0.0381538237
1,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,0.0748605886
1,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,0.5722639314
